id,sales
3001323,4.5555716
3001324,980.2028
3001325,675.82654
3001326,319.9479
3001327,156.42055
3001328,79.27911
3001329,3798.02
3001330,13.258983
3001331,0.8061081
3001332,24.722342
3001333,43.954987
3001334,0.13633251
3001335,236.01512
3001336,2.1187913
3001337,17.008314
3001338,19.739288
3001339,83.81448
3001340,1.3911741
3001341,92.021416
3001342,267.05972
3001343,2.0711188
3001344,7.305228
3001345,145.62068
3001346,96.262825
3001347,1829.0374
3001348,41.76925
3001349,3.4238982
3001350,4.1462097
3001351,0.17129743
3001352,3.1839733
3001353,1507.2777
3001354,0.053676367
3001355,163.78482
3001356,5.276538
3001357,608.03125
3001358,410.4471
3001359,182.17195
3001360,48.622692
3001361,45.323814
3001362,2393.648
3001363,8.917335
3001364,0.605031
3001365,16.462812
3001366,31.787285
3001367,0.15580726
3001368,153.8033
3001369,0.82184184
3001370,6.313339
3001371,9.39378
3001372,60.396713
3001373,1.7616012
3001374,105.98391
3001375,182.61952
3001376,0.8600042
3001377,4.064548
3001378,136.37721
3001379,47.26414
3001380,1034.8635
3001381,19.588882
3001382,1.4010596
3001383,1.9057143
3001384,-0.01024729
3001385,2.754698
3001386,1439.1119
3001387,0.013561964
3001388,287.52853
3001389,11.898783
3001390,568.5341
3001391,573.1808
3001392,156.87218
3001393,56.217934
3001394,64.58739
3001395,2395.6199
3001396,26.742937
3001397,0.5073173
3001398,13.034104
3001399,21.014162
3001400,0.15794635
3001401,138.56181
3001402,8.808287
3001403,11.702642
3001404,7.308872
3001405,59.67404
3001406,4.3080916
3001407,510.32196
3001408,247.36305
3001409,2.7822907
3001410,4.871717
3001411,263.7679
3001412,39.706074
3001413,2020.1907
3001414,25.552933
3001415,5.8957276
3001416,2.6964197
3001417,0.22304463
3001418,7.8081055
3001419,3196.2075
3001420,0.3375442
3001421,690.0692
3001422,12.585335
3001423,1164.8969
3001424,1393.8278
3001425,350.61084
3001426,221.20444
3001427,154.00938
3001428,4191.978
3001429,25.418287
3001430,1.0476458
3001431,21.549866
3001432,42.77159
3001433,0.27291512
3001434,260.81332
3001435,9.679164
3001436,61.23628
3001437,23.365005
3001438,107.182625
3001439,10.227282
3001440,388.77737
3001441,381.75034
3001442,14.705953
3001443,9.385424
3001444,478.65067
3001445,109.13826
3001446,6389.218
3001447,31.530674
3001448,15.992657
3001449,2.3511074
3001450,-0.0130159855
3001451,3.8894482
3001452,1599.0702
3001453,-0.02604413
3001454,273.91336
3001455,4.419786
3001456,416.3784
3001457,563.69244
3001458,139.1901
3001459,93.55448
3001460,62.04777
3001461,1817.7515
3001462,15.028494
3001463,0.692484
3001464,14.741458
3001465,24.629356
3001466,0.21116555
3001467,101.217735
3001468,-0.03192967
3001469,43.174847
3001470,12.99267
3001471,103.28809
3001472,4.2069483
3001473,154.11948
3001474,157.2561
3001475,3.0533533
3001476,4.1246424
3001477,139.22493
3001478,31.57454
3001479,2611.327
3001480,34.62257
3001481,1.2983956
3001482,3.9386663
3001483,-0.033109725
3001484,1.8818994
3001485,911.875
3001486,-0.18773806
3001487,202.34213
3001488,4.3436174
3001489,369.21606
3001490,338.04904
3001491,89.92093
3001492,37.639313
3001493,34.269558
3001494,1484.2211
3001495,6.8768144
3001496,0.5718628
3001497,12.294741
3001498,22.412094
3001499,0.11929095
3001500,90.588425
3001501,0.21856034
3001502,13.815439
3001503,3.9771643
3001504,25.820435
3001505,0.34687722
3001506,155.13272
3001507,192.72588
3001508,2.127681
3001509,1.022685
3001510,110.85103
3001511,20.13866
3001512,1225.0066
3001513,27.33706
3001514,1.3453805
3001515,4.271669
3001516,0.09155166
3001517,3.929144
3001518,2804.3748
3001519,0.06549907
3001520,568.39264
3001521,11.432058
3001522,909.8743
3001523,1059.7991
3001524,305.47403
3001525,204.00919
3001526,106.953
3001527,3554.878
3001528,20.07387
3001529,2.0751402
3001530,20.936228
3001531,39.523087
3001532,0.38670957
3001533,233.78207
3001534,4.968718
3001535,53.146187
3001536,19.022678
3001537,105.04795
3001538,3.4991221
3001539,232.88081
3001540,328.80798
3001541,8.22005
3001542,7.532877
3001543,340.91147
3001544,72.596
3001545,4609.679
3001546,38.065804
3001547,10.473413
3001548,5.9457664
3001549,0.23698771
3001550,4.0463037
3001551,2956.5652
3001552,0.10207629
3001553,611.0321
3001554,10.742893
3001555,1084.7346
3001556,974.9543
3001557,368.72052
3001558,200.82735
3001559,69.6404
3001560,4377.637
3001561,9.992374
3001562,1.0210831
3001563,18.022274
3001564,43.856667
3001565,0.62289846
3001566,251.71619
3001567,-0.09811956
3001568,24.284588
3001569,9.209921
3001570,77.605774
3001571,0.87216914
3001572,165.07027
3001573,385.9319
3001574,4.3431225
3001575,3.0398579
3001576,192.42914
3001577,59.099968
3001578,2515.5403
3001579,101.94711
3001580,1.1165895
3001581,5.427906
3001582,0.26665485
3001583,3.9582524
3001584,2590.2834
3001585,0.063203454
3001586,497.00275
3001587,8.933028
3001588,871.5355
3001589,792.87665
3001590,279.0518
3001591,181.4447
3001592,66.82842
3001593,3691.549
3001594,9.816366
3001595,0.9484067
3001596,16.998232
3001597,36.21431
3001598,0.4571936
3001599,207.96045
3001600,-0.047074616
3001601,23.252247
3001602,14.323522
3001603,93.67205
3001604,0.9712765
3001605,121.65357
3001606,301.51013
3001607,4.2996817
3001608,3.260499
3001609,179.20502
3001610,64.094894
3001611,2016.9579
3001612,90.814575
3001613,1.9367747
3001614,8.399849
3001615,0.9676336
3001616,14.422999
3001617,5949.2114
3001618,0.13277781
3001619,1059.3268
3001620,31.528255
3001621,1953.9274
3001622,2138.855
3001623,425.65875
3001624,399.5963
3001625,316.02835
3001626,7088.2236
3001627,75.96519
3001628,3.8131886
3001629,34.714577
3001630,77.743195
3001631,1.4741647
3001632,487.99594
3001633,34.8009
3001634,93.40234
3001635,40.317562
3001636,221.35188
3001637,20.736416
3001638,667.5758
3001639,629.8693
3001640,14.934109
3001641,21.490175
3001642,1000.28644
3001643,232.99681
3001644,11242.765
3001645,50.43408
3001646,68.403305
3001647,2.5972397
3001648,0.2375834
3001649,2.2846556
3001650,1367.3164
3001651,0.0029935837
3001652,140.58125
3001653,2.8049257
3001654,686.7615
3001655,363.5746
3001656,149.11142
3001657,131.8993
3001658,35.108448
3001659,2233.3928
3001660,4.3780622
3001661,0.41031694
3001662,10.9519205
3001663,21.733364
3001664,0.21167266
3001665,144.82622
3001666,0.1848334
3001667,7.452485
3001668,10.271275
3001669,58.389668
3001670,0.4204123
3001671,61.24037
3001672,146.26108
3001673,1.6574719
3001674,3.0718493
3001675,100.6698
3001676,20.434778
3001677,1199.7345
3001678,29.46445
3001679,2.6249347
3001680,6.6847987
3001681,0.2331754
3001682,3.656495
3001683,2499.9182
3001684,0.0027787685
3001685,494.79355
3001686,8.641569
3001687,1034.0588
3001688,711.2619
3001689,271.35898
3001690,203.39853
3001691,73.6685
3001692,4211.5938
3001693,12.462903
3001694,0.39798713
3001695,16.104893
3001696,31.181602
3001697,0.045668125
3001698,240.06323
3001699,1.0846646
3001700,17.300985
3001701,13.476479
3001702,45.356174
3001703,0.9308877
3001704,323.23682
3001705,353.8645
3001706,2.6134455
3001707,5.6986074
3001708,108.58198
3001709,56.79175
3001710,2409.9036
3001711,55.836098
3001712,3.3227587
3001713,1.4739652
3001714,-0.10643673
3001715,1.5380237
3001716,1038.0222
3001717,-0.15932631
3001718,121.69966
3001719,1.7928746
3001720,559.615
3001721,265.46445
3001722,112.85354
3001723,139.7528
3001724,22.100206
3001725,1575.6425
3001726,1.7172768
3001727,0.07958794
3001728,8.565861
3001729,15.122292
3001730,-0.09827542
3001731,98.87772
3001732,-0.10655105
3001733,6.2987986
3001734,5.1093802
3001735,31.216026
3001736,-0.018172741
3001737,58.55023
3001738,137.44556
3001739,0.37050915
3001740,1.1665285
3001741,48.64186
3001742,9.679561
3001743,611.97345
3001744,22.113453
3001745,1.077925
3001746,6.1607475
3001747,0.066636205
3001748,2.3942544
3001749,1747.1426
3001750,0.07828534
3001751,219.77852
3001752,4.5098987
3001753,803.4523
3001754,497.8805
3001755,193.87056
3001756,116.56806
3001757,40.660194
3001758,2956.5625
3001759,3.0777378
3001760,0.60425603
3001761,16.555012
3001762,36.41189
3001763,0.21001065
3001764,177.00604
3001765,-0.042569876
3001766,9.6486845
3001767,22.625683
3001768,56.513958
3001769,0.8421515
3001770,194.9148
3001771,219.96642
3001772,1.2845037
3001773,3.7186136
3001774,136.20366
3001775,32.73392
3001776,2228.2131
3001777,32.27521
3001778,0.32810795
3001779,2.9280376
3001780,0.115541935
3001781,2.505833
3001782,2042.0323
3001783,0.01984489
3001784,506.49768
3001785,4.964327
3001786,843.5749
3001787,651.43713
3001788,215.4358
3001789,116.12121
3001790,54.53797
3001791,3840.6138
3001792,6.056528
3001793,2.4793055
3001794,24.200499
3001795,43.763134
3001796,0.34588575
3001797,190.9846
3001798,2.1845264
3001799,18.247974
3001800,8.525526
3001801,57.409225
3001802,1.320298
3001803,168.73895
3001804,319.94055
3001805,3.794119
3001806,4.8696136
3001807,127.96652
3001808,34.250996
3001809,1599.7212
3001810,46.475883
3001811,3.0088625
3001812,2.9972908
3001813,-0.06925839
3001814,1.1289372
3001815,1179.6107
3001816,-0.14962679
3001817,103.202446
3001818,1.7675819
3001819,433.0947
3001820,243.13332
3001821,98.97778
3001822,86.88967
3001823,27.900227
3001824,1806.6425
3001825,2.0952911
3001826,0.18313026
3001827,8.843796
3001828,17.706667
3001829,0.0009263754
3001830,100.14997
3001831,-0.15542537
3001832,6.603586
3001833,5.196424
3001834,32.96852
3001835,0.21987903
3001836,144.65964
3001837,148.65895
3001838,0.3036965
3001839,0.8423766
3001840,46.07129
3001841,13.983922
3001842,910.70654
3001843,22.803377
3001844,0.12685788
3001845,3.3944025
3001846,-0.05004698
3001847,3.0059586
3001848,2606.1453
3001849,-0.08690786
3001850,419.2165
3001851,5.464463
3001852,758.12524
3001853,683.0959
3001854,230.45734
3001855,120.390396
3001856,66.84768
3001857,3654.0571
3001858,4.3806634
3001859,0.31523287
3001860,13.233547
3001861,28.129211
3001862,0.04183781
3001863,209.49763
3001864,0.11787057
3001865,36.62024
3001866,11.542215
3001867,71.64825
3001868,0.7874595
3001869,173.24866
3001870,308.4025
3001871,2.4998121
3001872,3.2652779
3001873,114.557236
3001874,45.38599
3001875,2012.4404
3001876,50.009098
3001877,0.20147121
3001878,3.2800694
3001879,0.13705826
3001880,6.3413286
3001881,3041.5244
3001882,0.1078279
3001883,576.5289
3001884,9.416069
3001885,1051.283
3001886,1036.9713
3001887,228.69302
3001888,153.29988
3001889,132.79413
3001890,4094.7773
3001891,56.019627
3001892,1.6856222
3001893,26.26334
3001894,44.66731
3001895,0.32100272
3001896,273.89438
3001897,19.493423
3001898,51.68731
3001899,14.141303
3001900,100.56407
3001901,7.6198816
3001902,230.20396
3001903,358.15952
3001904,9.929514
3001905,13.037776
3001906,271.92868
3001907,76.28924
3001908,4603.9316
3001909,26.451494
3001910,11.488987
3001911,4.822911
3001912,0.038627625
3001913,7.558831
3001914,2416.0435
3001915,-0.03754276
3001916,480.89938
3001917,9.575813
3001918,1068.5433
3001919,915.92206
3001920,193.05548
3001921,98.086105
3001922,111.78055
3001923,3466.1584
3001924,20.249037
3001925,1.4536545
3001926,34.022717
3001927,70.35901
3001928,0.20620763
3001929,293.14743
3001930,17.037182
3001931,35.267124
3001932,21.11093
3001933,96.359344
3001934,6.9203362
3001935,169.76419
3001936,389.30014
3001937,6.979166
3001938,12.040742
3001939,146.96199
3001940,64.58742
3001941,3486.7861
3001942,29.903181
3001943,10.549622
3001944,6.3645043
3001945,0.23121166
3001946,3.6165009
3001947,3619.075
3001948,-0.001460135
3001949,707.1196
3001950,7.155875
3001951,1274.9178
3001952,755.2952
3001953,290.4157
3001954,223.98502
3001955,76.41316
3001956,5411.219
3001957,36.357586
3001958,0.78990567
3001959,17.712524
3001960,36.966766
3001961,-0.0410403
3001962,283.67538
3001963,3.839367
3001964,33.022137
3001965,14.329257
3001966,85.132835
3001967,2.682108
3001968,145.26503
3001969,383.72214
3001970,5.1047482
3001971,8.870031
3001972,187.64937
3001973,57.57183
3001974,2522.7637
3001975,48.23738
3001976,9.925139
3001977,2.9337406
3001978,-0.07326281
3001979,5.0167885
3001980,2290.0247
3001981,-0.099837065
3001982,399.67212
3001983,7.6673784
3001984,735.6787
3001985,827.4787
3001986,206.79977
3001987,116.14215
3001988,90.441055
3001989,3006.4683
3001990,21.495266
3001991,1.0940626
3001992,12.13295
3001993,30.739773
3001994,0.29043174
3001995,240.50375
3001996,15.580093
3001997,46.945316
3001998,4.855046
3001999,82.87547
3002000,5.331527
3002001,316.8024
3002002,320.27148
3002003,5.100401
3002004,7.6335526
3002005,344.306
3002006,54.907597
3002007,3406.5083
3002008,27.258148
3002009,22.960459
3002010,3.545023
3002011,0.21806335
3002012,3.9722795
3002013,3934.8215
3002014,0.181553
3002015,405.01288
3002016,6.129169
3002017,1707.3113
3002018,814.05194
3002019,338.51984
3002020,167.50702
3002021,74.07894
3002022,5645.074
3002023,12.471539
3002024,1.2824101
3002025,21.952698
3002026,57.660713
3002027,0.28202844
3002028,285.12283
3002029,0.12037134
3002030,12.998209
3002031,16.327692
3002032,76.51286
3002033,1.703475
3002034,118.55092
3002035,410.88467
3002036,3.1642947
3002037,7.511055
3002038,159.69756
3002039,46.542713
3002040,2386.1477
3002041,36.368786
3002042,3.5568242
3002043,4.901877
3002044,0.15289962
3002045,7.4606743
3002046,2947.0107
3002047,0.043900847
3002048,479.12524
3002049,10.446795
3002050,1059.7784
3002051,902.83325
3002052,236.4605
3002053,135.95721
3002054,129.7323
3002055,3822.718
3002056,27.543955
3002057,1.3215532
3002058,24.854393
3002059,50.82412
3002060,0.3627026
3002061,255.23547
3002062,11.592728
3002063,36.427082
3002064,18.008324
3002065,89.37298
3002066,8.294397
3002067,214.15215
3002068,409.69675
3002069,9.892971
3002070,11.90384
3002071,194.93668
3002072,58.573456
3002073,3437.5857
3002074,31.35431
3002075,5.871439
3002076,2.8451343
3002077,0.028217077
3002078,5.408811
3002079,2879.3574
3002080,-0.016531229
3002081,485.05426
3002082,8.824307
3002083,883.8487
3002084,937.69946
3002085,220.30658
3002086,137.70265
3002087,105.29839
3002088,3315.1597
3002089,35.246162
3002090,0.71664155
3002091,16.830389
3002092,31.867477
3002093,0.12644875
3002094,212.20612
3002095,15.378485
3002096,46.007256
3002097,14.297211
3002098,82.82137
3002099,7.704936
3002100,213.89748
3002101,279.84705
3002102,7.4009438
3002103,8.45745
3002104,221.9904
3002105,59.95376
3002106,3750.9465
3002107,23.203423
3002108,11.513237
3002109,3.6893773
3002110,0.042027235
3002111,3.6627207
3002112,4186.423
3002113,0.010788202
3002114,578.61346
3002115,11.35292
3002116,993.8768
3002117,689.6864
3002118,285.67798
3002119,160.36098
3002120,64.28818
3002121,3977.1052
3002122,8.41238
3002123,0.05999732
3002124,12.474642
3002125,34.761032
3002126,0.009117842
3002127,200.09485
3002128,-0.07212412
3002129,23.235718
3002130,8.396696
3002131,81.305115
3002132,2.0762103
3002133,167.36125
3002134,336.51776
3002135,2.5799716
3002136,1.8407168
3002137,190.30336
3002138,107.6724
3002139,1987.0779
3002140,86.91881
3002141,0.37659895
3002142,13.809002
3002143,0.014249682
3002144,15.489893
3002145,7331.586
3002146,0.07647264
3002147,1107.5203
3002148,26.261858
3002149,2527.5059
3002150,2266.988
3002151,642.93176
3002152,476.00876
3002153,365.7193
3002154,8662.074
3002155,83.715256
3002156,3.6917257
3002157,73.88662
3002158,127.682846
3002159,0.6001638
3002160,587.9592
3002161,35.48257
3002162,50.883305
3002163,28.274237
3002164,288.65683
3002165,19.337112
3002166,835.658
3002167,920.0536
3002168,28.441614
3002169,31.355576
3002170,1081.0032
3002171,294.9007
3002172,11103.285
3002173,154.48715
3002174,63.469368
3002175,12.145424
3002176,-0.020853937
3002177,13.651572
3002178,7468.1543
3002179,-0.008696377
3002180,1016.1064
3002181,22.790497
3002182,2369.7966
3002183,2151.8147
3002184,621.8871
3002185,353.56732
3002186,327.28305
3002187,8652.389
3002188,85.55555
3002189,2.1149468
3002190,52.110386
3002191,87.68432
3002192,0.381683
3002193,523.1417
3002194,41.319664
3002195,61.23049
3002196,17.074131
3002197,190.29662
3002198,13.987461
3002199,923.29913
3002200,921.54614
3002201,19.885838
3002202,27.467735
3002203,1020.1071
3002204,223.7444
3002205,9501.955
3002206,146.52309
3002207,61.862194
3002208,10.131818
3002209,-0.035070837
3002210,14.267708
3002211,4996.772
3002212,-0.03626561
3002213,840.9347
3002214,14.295047
3002215,1937.5414
3002216,1615.2279
3002217,616.41174
3002218,142.8004
3002219,165.3161
3002220,6966.059
3002221,42.791832
3002222,1.1467369
3002223,28.652243
3002224,53.744473
3002225,0.0713799
3002226,471.49182
3002227,28.067759
3002228,49.38941
3002229,13.033577
3002230,150.83852
3002231,7.768017
3002232,771.2934
3002233,941.6767
3002234,18.208553
3002235,24.305141
3002236,685.1586
3002237,124.882164
3002238,3947.2993
3002239,105.40149
3002240,31.134758
3002241,11.696383
3002242,0.09548223
3002243,18.50683
3002244,5803.338
3002245,0.15614772
3002246,1010.9846
3002247,19.93818
3002248,2214.8643
3002249,2006.2
3002250,713.16846
3002251,232.76729
3002252,238.65216
3002253,8403.566
3002254,52.944645
3002255,1.6407003
3002256,46.547432
3002257,78.747375
3002258,0.58230984
3002259,587.5345
3002260,64.13076
3002261,58.983585
3002262,16.351997
3002263,201.95505
3002264,9.609885
3002265,858.44116
3002266,1107.0858
3002267,20.572624
3002268,27.570799
3002269,1067.1871
3002270,185.85016
3002271,6189.21
3002272,129.35428
3002273,42.405228
3002274,9.132897
3002275,-0.05068493
3002276,14.403083
3002277,3804.3835
3002278,-0.077147424
3002279,741.9393
3002280,14.51713
3002281,1593.908
3002282,1381.2775
3002283,494.315
3002284,126.71394
3002285,150.35176
3002286,6294.6543
3002287,32.898922
3002288,0.61279273
3002289,27.405342
3002290,51.6622
3002291,-0.00020289421
3002292,430.3364
3002293,36.04878
3002294,37.688522
3002295,8.769063
3002296,140.0563
3002297,4.646875
3002298,611.4844
3002299,751.45953
3002300,13.779508
3002301,19.175657
3002302,660.92456
3002303,88.01826
3002304,2945.9731
3002305,74.485085
3002306,18.110939
3002307,10.911947
3002308,0.03428948
3002309,12.8346
3002310,5571.4883
3002311,0.0818578
3002312,934.47327
3002313,23.136835
3002314,2155.604
3002315,2035.5381
3002316,545.8726
3002317,330.3812
3002318,341.90662
3002319,7339.8496
3002320,66.304405
3002321,1.8550823
3002322,44.99425
3002323,73.52225
3002324,0.455675
3002325,431.99057
3002326,15.1233635
3002327,66.568665
3002328,24.347752
3002329,242.20613
3002330,14.14114
3002331,813.5464
3002332,825.94574
3002333,19.571201
3002334,27.811628
3002335,988.0108
3002336,213.25204
3002337,10198.423
3002338,121.33664
3002339,51.649242
3002340,4.9617968
3002341,0.14995325
3002342,6.3210053
3002343,1607.4314
3002344,0.023507714
3002345,393.82803
3002346,15.463217
3002347,885.79126
3002348,717.30743
3002349,213.09784
3002350,109.036736
3002351,97.31605
3002352,3057.0093
3002353,24.092583
3002354,1.3406913
3002355,24.415262
3002356,52.667656
3002357,0.60175335
3002358,238.09625
3002359,12.181162
3002360,23.49596
3002361,12.853718
3002362,72.59593
3002363,6.233816
3002364,190.10416
3002365,275.60922
3002366,3.2223368
3002367,6.5449295
3002368,205.0265
3002369,61.686577
3002370,2610.637
3002371,40.68307
3002372,9.567881
3002373,7.9039173
3002374,0.12369096
3002375,13.771894
3002376,3578.5588
3002377,0.10173786
3002378,692.4244
3002379,24.301231
