id,sales,date,store_nbr,family,onpromotion,weekday,month,day,payday,dcoilwtico,city,state,type,cluster,event_name,earthquake,local_holiday_name,regional_holiday_name,national_holiday_name,transactions
3000913,268.95276,2017-08-16,1,PERSONAL CARE,18,2,8,16,0,46.8,18,12,3,12,0,0,0,0,0,0.0
3000914,4.7854886,2017-08-16,1,PET SUPPLIES,0,2,8,16,0,46.8,18,12,3,12,0,0,0,0,0,0.0
3000915,7.004711,2017-08-16,1,PLAYERS AND ELECTRONICS,0,2,8,16,0,46.8,18,12,3,12,0,0,0,0,0,0.0
3000916,335.64142,2017-08-16,1,POULTRY,0,2,8,16,0,46.8,18,12,3,12,0,0,0,0,0,0.0
3000917,69.17648,2017-08-16,1,PREPARED FOODS,0,2,8,16,0,46.8,18,12,3,12,0,0,0,0,0,0.0
3000918,3603.0469,2017-08-16,1,PRODUCE,256,2,8,16,0,46.8,18,12,3,12,0,0,0,0,0,0.0
3000919,26.871689,2017-08-16,1,SCHOOL AND OFFICE SUPPLIES,14,2,8,16,0,46.8,18,12,3,12,0,0,0,0,0,0.0
3000920,23.691065,2017-08-16,1,SEAFOOD,0,2,8,16,0,46.8,18,12,3,12,0,0,0,0,0,0.0
3000921,1.0862646,2017-08-16,10,AUTOMOTIVE,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000922,-0.14643288,2017-08-16,10,BABY CARE,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000923,2.3134978,2017-08-16,10,BEAUTY,2,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000924,1240.4773,2017-08-16,10,BEVERAGES,43,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000925,-0.19176608,2017-08-16,10,BOOKS,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000926,129.64705,2017-08-16,10,BREAD/BAKERY,15,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000927,2.0487132,2017-08-16,10,CELEBRATION,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000928,572.1108,2017-08-16,10,CLEANING,30,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000929,439.686,2017-08-16,10,DAIRY,106,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000930,246.77824,2017-08-16,10,DELI,18,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000931,31.871952,2017-08-16,10,EGGS,1,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000932,22.600039,2017-08-16,10,FROZEN FOODS,1,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000933,2390.4553,2017-08-16,10,GROCERY I,96,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000934,4.415059,2017-08-16,10,GROCERY II,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000935,-0.058729053,2017-08-16,10,HARDWARE,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000936,7.7204304,2017-08-16,10,HOME AND KITCHEN I,2,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000937,24.482756,2017-08-16,10,HOME AND KITCHEN II,6,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000938,-0.13158125,2017-08-16,10,HOME APPLIANCES,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000939,165.32228,2017-08-16,10,HOME CARE,15,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000940,1.936676,2017-08-16,10,LADIESWEAR,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000941,6.9169717,2017-08-16,10,LAWN AND GARDEN,16,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000942,6.4301324,2017-08-16,10,LINGERIE,5,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000943,37.9656,2017-08-16,10,"LIQUOR,WINE,BEER",10,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000944,0.36092627,2017-08-16,10,MAGAZINES,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000945,102.65499,2017-08-16,10,MEATS,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000946,227.5378,2017-08-16,10,PERSONAL CARE,19,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000947,0.41717696,2017-08-16,10,PET SUPPLIES,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000948,2.4930193,2017-08-16,10,PLAYERS AND ELECTRONICS,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000949,115.94102,2017-08-16,10,POULTRY,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000950,21.73731,2017-08-16,10,PREPARED FOODS,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000951,569.20764,2017-08-16,10,PRODUCE,230,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000952,23.2766,2017-08-16,10,SCHOOL AND OFFICE SUPPLIES,14,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000953,0.8213805,2017-08-16,10,SEAFOOD,0,2,8,16,0,46.8,18,12,2,14,0,0,0,0,0,0.0
3000954,5.8093524,2017-08-16,11,AUTOMOTIVE,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000955,0.2835163,2017-08-16,11,BABY CARE,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000956,4.7182536,2017-08-16,11,BEAUTY,2,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000957,4099.561,2017-08-16,11,BEVERAGES,52,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000958,0.033756018,2017-08-16,11,BOOKS,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000959,624.4929,2017-08-16,11,BREAD/BAKERY,16,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000960,9.045853,2017-08-16,11,CELEBRATION,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000961,1479.7273,2017-08-16,11,CLEANING,35,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000962,762.45013,2017-08-16,11,DAIRY,145,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000963,515.6943,2017-08-16,11,DELI,18,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000964,127.88318,2017-08-16,11,EGGS,1,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000965,71.082825,2017-08-16,11,FROZEN FOODS,1,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000966,6501.367,2017-08-16,11,GROCERY I,102,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000967,22.834057,2017-08-16,11,GROCERY II,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000968,0.4763509,2017-08-16,11,HARDWARE,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000969,23.093225,2017-08-16,11,HOME AND KITCHEN I,4,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000970,43.244633,2017-08-16,11,HOME AND KITCHEN II,6,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000971,0.047812104,2017-08-16,11,HOME APPLIANCES,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000972,390.73712,2017-08-16,11,HOME CARE,14,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000973,10.361296,2017-08-16,11,LADIESWEAR,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000974,21.21073,2017-08-16,11,LAWN AND GARDEN,16,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000975,10.730969,2017-08-16,11,LINGERIE,3,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000976,86.76927,2017-08-16,11,"LIQUOR,WINE,BEER",8,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000977,2.3780427,2017-08-16,11,MAGAZINES,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000978,549.1412,2017-08-16,11,MEATS,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000979,508.51895,2017-08-16,11,PERSONAL CARE,18,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000980,2.111937,2017-08-16,11,PET SUPPLIES,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000981,12.783523,2017-08-16,11,PLAYERS AND ELECTRONICS,1,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000982,331.58035,2017-08-16,11,POULTRY,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000983,84.09071,2017-08-16,11,PREPARED FOODS,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000984,2286.3438,2017-08-16,11,PRODUCE,163,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000985,71.48661,2017-08-16,11,SCHOOL AND OFFICE SUPPLIES,14,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000986,5.923268,2017-08-16,11,SEAFOOD,0,2,8,16,0,46.8,2,12,1,5,0,0,0,0,0,0.0
3000987,3.2262874,2017-08-16,12,AUTOMOTIVE,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000988,-0.0055692196,2017-08-16,12,BABY CARE,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000989,2.669802,2017-08-16,12,BEAUTY,2,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000990,1511.2377,2017-08-16,12,BEVERAGES,38,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000991,-0.006955385,2017-08-16,12,BOOKS,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000992,176.2207,2017-08-16,12,BREAD/BAKERY,17,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000993,5.6533313,2017-08-16,12,CELEBRATION,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000994,771.79504,2017-08-16,12,CLEANING,29,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000995,480.73508,2017-08-16,12,DAIRY,115,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000996,265.52518,2017-08-16,12,DELI,18,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000997,48.660034,2017-08-16,12,EGGS,1,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000998,37.35627,2017-08-16,12,FROZEN FOODS,1,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3000999,2929.624,2017-08-16,12,GROCERY I,87,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001000,10.9575405,2017-08-16,12,GROCERY II,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001001,0.5134394,2017-08-16,12,HARDWARE,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001002,12.031058,2017-08-16,12,HOME AND KITCHEN I,2,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001003,27.845243,2017-08-16,12,HOME AND KITCHEN II,6,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001004,0.32206488,2017-08-16,12,HOME APPLIANCES,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001005,177.68724,2017-08-16,12,HOME CARE,15,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001006,4.1945806,2017-08-16,12,LADIESWEAR,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001007,7.544779,2017-08-16,12,LAWN AND GARDEN,16,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001008,11.484873,2017-08-16,12,LINGERIE,5,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001009,54.625088,2017-08-16,12,"LIQUOR,WINE,BEER",9,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001010,1.1287677,2017-08-16,12,MAGAZINES,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001011,152.57129,2017-08-16,12,MEATS,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001012,202.93114,2017-08-16,12,PERSONAL CARE,15,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001013,0.7845832,2017-08-16,12,PET SUPPLIES,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001014,4.6001773,2017-08-16,12,PLAYERS AND ELECTRONICS,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001015,127.40892,2017-08-16,12,POULTRY,1,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001016,31.32582,2017-08-16,12,PREPARED FOODS,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001017,695.54584,2017-08-16,12,PRODUCE,219,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001018,29.062334,2017-08-16,12,SCHOOL AND OFFICE SUPPLIES,14,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001019,2.1318061,2017-08-16,12,SEAFOOD,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001020,3.1497335,2017-08-16,13,AUTOMOTIVE,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001021,0.09385979,2017-08-16,13,BABY CARE,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001022,4.0262017,2017-08-16,13,BEAUTY,2,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001023,1403.2661,2017-08-16,13,BEVERAGES,33,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001024,-0.09108645,2017-08-16,13,BOOKS,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001025,146.62126,2017-08-16,13,BREAD/BAKERY,16,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001026,3.7595778,2017-08-16,13,CELEBRATION,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001027,622.287,2017-08-16,13,CLEANING,29,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001028,379.77887,2017-08-16,13,DAIRY,107,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001029,205.63492,2017-08-16,13,DELI,18,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001030,34.8247,2017-08-16,13,EGGS,1,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001031,27.273512,2017-08-16,13,FROZEN FOODS,1,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001032,2550.5935,2017-08-16,13,GROCERY I,90,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001033,8.274001,2017-08-16,13,GROCERY II,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001034,-0.00015956163,2017-08-16,13,HARDWARE,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001035,8.423671,2017-08-16,13,HOME AND KITCHEN I,2,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001036,21.064556,2017-08-16,13,HOME AND KITCHEN II,6,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001037,-0.16055787,2017-08-16,13,HOME APPLIANCES,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001038,125.96382,2017-08-16,13,HOME CARE,14,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001039,1.6168761,2017-08-16,13,LADIESWEAR,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001040,6.2524166,2017-08-16,13,LAWN AND GARDEN,16,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001041,5.8392897,2017-08-16,13,LINGERIE,3,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001042,46.024033,2017-08-16,13,"LIQUOR,WINE,BEER",10,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001043,0.6152582,2017-08-16,13,MAGAZINES,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001044,117.21887,2017-08-16,13,MEATS,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001045,217.9372,2017-08-16,13,PERSONAL CARE,20,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001046,0.24324894,2017-08-16,13,PET SUPPLIES,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001047,2.887223,2017-08-16,13,PLAYERS AND ELECTRONICS,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001048,79.806656,2017-08-16,13,POULTRY,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001049,20.365955,2017-08-16,13,PREPARED FOODS,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001050,493.98895,2017-08-16,13,PRODUCE,244,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001051,21.539568,2017-08-16,13,SCHOOL AND OFFICE SUPPLIES,14,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001052,1.1916356,2017-08-16,13,SEAFOOD,0,2,8,16,0,46.8,10,3,2,14,0,0,0,0,0,0.0
3001053,2.8077903,2017-08-16,14,AUTOMOTIVE,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001054,0.019311786,2017-08-16,14,BABY CARE,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001055,3.5896568,2017-08-16,14,BEAUTY,2,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001056,1438.5272,2017-08-16,14,BEVERAGES,38,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001057,-0.027190208,2017-08-16,14,BOOKS,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001058,182.72954,2017-08-16,14,BREAD/BAKERY,15,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001059,5.491407,2017-08-16,14,CELEBRATION,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001060,974.26013,2017-08-16,14,CLEANING,31,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001061,509.42966,2017-08-16,14,DAIRY,114,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001062,288.606,2017-08-16,14,DELI,18,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001063,33.732838,2017-08-16,14,EGGS,1,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001064,33.122215,2017-08-16,14,FROZEN FOODS,1,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001065,2989.7446,2017-08-16,14,GROCERY I,88,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001066,11.508402,2017-08-16,14,GROCERY II,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001067,0.327479,2017-08-16,14,HARDWARE,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001068,11.542129,2017-08-16,14,HOME AND KITCHEN I,2,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001069,41.319633,2017-08-16,14,HOME AND KITCHEN II,6,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001070,0.16132164,2017-08-16,14,HOME APPLIANCES,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001071,194.3916,2017-08-16,14,HOME CARE,14,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001072,0.7705902,2017-08-16,14,LADIESWEAR,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001073,8.880029,2017-08-16,14,LAWN AND GARDEN,16,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001074,8.496261,2017-08-16,14,LINGERIE,4,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001075,54.287724,2017-08-16,14,"LIQUOR,WINE,BEER",9,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001076,1.2460332,2017-08-16,14,MAGAZINES,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001077,210.14745,2017-08-16,14,MEATS,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001078,279.85175,2017-08-16,14,PERSONAL CARE,17,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001079,0.79715025,2017-08-16,14,PET SUPPLIES,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001080,3.4694757,2017-08-16,14,PLAYERS AND ELECTRONICS,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001081,73.81313,2017-08-16,14,POULTRY,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001082,70.45826,2017-08-16,14,PREPARED FOODS,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001083,847.6821,2017-08-16,14,PRODUCE,223,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001084,30.117203,2017-08-16,14,SCHOOL AND OFFICE SUPPLIES,14,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001085,1.5827627,2017-08-16,14,SEAFOOD,0,2,8,16,0,46.8,19,2,2,6,0,0,0,0,0,0.0
3001086,2.8405328,2017-08-16,15,AUTOMOTIVE,0,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001087,0.6833421,2017-08-16,15,BABY CARE,0,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001088,4.843064,2017-08-16,15,BEAUTY,2,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001089,1673.0494,2017-08-16,15,BEVERAGES,45,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001090,0.016617417,2017-08-16,15,BOOKS,0,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001091,170.67705,2017-08-16,15,BREAD/BAKERY,17,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001092,1.6453469,2017-08-16,15,CELEBRATION,0,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001093,786.28815,2017-08-16,15,CLEANING,32,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001094,503.51474,2017-08-16,15,DAIRY,114,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001095,298.01602,2017-08-16,15,DELI,19,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001096,64.27744,2017-08-16,15,EGGS,2,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001097,50.10348,2017-08-16,15,FROZEN FOODS,1,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001098,3111.4907,2017-08-16,15,GROCERY I,105,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001099,8.212812,2017-08-16,15,GROCERY II,0,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001100,0.48427677,2017-08-16,15,HARDWARE,0,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001101,12.172282,2017-08-16,15,HOME AND KITCHEN I,2,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001102,33.116768,2017-08-16,15,HOME AND KITCHEN II,6,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001103,0.1849966,2017-08-16,15,HOME APPLIANCES,0,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001104,216.6281,2017-08-16,15,HOME CARE,15,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
3001105,6.609317,2017-08-16,15,LADIESWEAR,0,2,8,16,0,46.8,9,7,2,14,0,0,0,0,0,0.0
